sgRNA	Gene	T0_rep1	T0_rep2	T12_rep1	T12_rep2
C17orf75_TSS1_+439_g5	C17orf75	783	598	532	538
C17orf80_TSS1_-266_g1	C17orf80	518	603	1046	562
C17orf80_TSS1_-68_g2	C17orf80	388	414	432	511
C17orf80_TSS1_+13_g3	C17orf80	579	610	827	577
C17orf80_TSS1_+135_g4	C17orf80	896	636	493	709
C17orf80_TSS1_+427_g5	C17orf80	587	466	581	532
C17orf82_TSS1_-247_g1	C17orf82	175	231	135	356
C17orf82_TSS1_-65_g2	C17orf82	309	295	315	262
C17orf82_TSS1_+24_g3	C17orf82	206	222	167	105
C17orf82_TSS1_+149_g4	C17orf82	146	150	147	97
C17orf82_TSS1_+403_g5	C17orf82	272	267	260	172
C17orf85_TSS1_-234_g1	C17orf85	660	577	661	446
C17orf85_TSS1_-96_g2	C17orf85	342	469	594	729
C17orf85_TSS1_+26_g3	C17orf85	584	614	308	510
C17orf85_TSS1_+136_g4	C17orf85	440	416	609	564
C17orf85_TSS1_+400_g5	C17orf85	499	444	803	455
C17orf89_TSS1_-266_g1	C17orf89	717	642	515	428
C17orf89_TSS1_-66_g2	C17orf89	789	469	682	939
C17orf89_TSS1_+11_g3	C17orf89	462	510	320	474
C17orf89_TSS1_+144_g4	C17orf89	476	831	518	554
C17orf89_TSS1_+418_g5	C17orf89	523	424	453	867
C17orf96_TSS1_-250_g1	C17orf96	904	1184	930	1038
C17orf96_TSS1_-91_g2	C17orf96	1027	847	890	1004
C17orf96_TSS1_+20_g3	C17orf96	745	596	469	552
C17orf96_TSS1_+168_g4	C17orf96	1060	1194	866	1192
C17orf96_TSS1_+401_g5	C17orf96	1254	1120	829	856
C17orf97_TSS1_-231_g1	C17orf97	643	480	837	741
C17orf97_TSS1_-68_g2	C17orf97	609	608	575	659
C17orf97_TSS1_+5_g3	C17orf97	822	852	740	912
C17orf97_TSS1_+160_g4	C17orf97	952	650	519	693
C17orf97_TSS1_+422_g5	C17orf97	730	630	541	529
C18orf21_TSS1_-266_g1	C18orf21	287	307	331	262
C18orf21_TSS1_-88_g2	C18orf21	426	274	295	306
C18orf21_TSS1_+5_g3	C18orf21	347	216	156	320
C18orf21_TSS1_+147_g4	C18orf21	454	367	477	262
C18orf21_TSS1_+406_g5	C18orf21	358	267	357	404
C18orf25_TSS1_-243_g1	C18orf25	907	951	929	668
C18orf25_TSS1_-71_g2	C18orf25	765	987	540	741
C18orf25_TSS1_+18_g3	C18orf25	814	1334	1064	1558
C18orf25_TSS1_+156_g4	C18orf25	798	1086	856	1358
C18orf25_TSS1_+439_g5	C18orf25	872	1207	887	1187
C18orf54_TSS1_-260_g1	C18orf54	435	429	274	361
C18orf54_TSS1_-67_g2	C18orf54	503	376	376	586
C18orf54_TSS1_+35_g3	C18orf54	268	479	349	456
C18orf54_TSS1_+134_g4	C18orf54	327	303	403	391
C18orf54_TSS1_+435_g5	C18orf54	234	232	283	202
C18orf56_TSS1_-245_g1	C18orf56	490	295	356	333
C18orf56_TSS1_-64_g2	C18orf56	261	280	274	351
C18orf56_TSS1_+17_g3	C18orf56	295	406	265	313
C18orf56_TSS1_+136_g4	C18orf56	260	352	382	172
C18orf56_TSS1_+436_g5	C18orf56	227	341	292	300
C18orf8_TSS1_-242_g1	C18orf8	865	1015	1091	778
C18orf8_TSS1_-65_g2	C18orf8	745	856	674	685
C18orf8_TSS1_+29_g3	C18orf8	819	615	1251	932
C18orf8_TSS1_+133_g4	C18orf8	931	780	571	679
C18orf8_TSS1_+410_g5	C18orf8	1049	832	833	728
C19orf10_TSS1_-234_g1	C19orf10	686	851	334	743
C19orf10_TSS1_-68_g2	C19orf10	740	701	581	764
C19orf10_TSS1_+40_g3	C19orf10	768	550	691	377
C19orf10_TSS1_+148_g4	C19orf10	848	770	639	1045
C19orf10_TSS1_+430_g5	C19orf10	889	1167	1087	1179
C19orf12_TSS1_-249_g1	C19orf12	227	126	174	139
C19orf12_TSS1_-72_g2	C19orf12	256	261	193	200
C19orf12_TSS1_+11_g3	C19orf12	203	162	238	221
C19orf12_TSS1_+149_g4	C19orf12	171	203	199	191
C19orf12_TSS1_+407_g5	C19orf12	294	167	218	192
C19orf18_TSS1_-240_g1	C19orf18	354	324	290	480
C19orf18_TSS1_-89_g2	C19orf18	489	450	325	447
C19orf18_TSS1_+15_g3	C19orf18	296	335	393	447
C19orf18_TSS1_+137_g4	C19orf18	226	277	289	365
C19orf18_TSS1_+437_g5	C19orf18	362	425	521	277
C19orf21_TSS1_-245_g1	C19orf21	224	302	214	266
C19orf21_TSS1_-97_g2	C19orf21	357	254	282	208
C19orf21_TSS1_+43_g3	C19orf21	364	299	450	436
C19orf21_TSS1_+156_g4	C19orf21	482	456	411	379
C19orf21_TSS1_+415_g5	C19orf21	222	270	166	314
C19orf24_TSS1_-260_g1	C19orf24	557	671	443	427
C19orf24_TSS1_-72_g2	C19orf24	716	306	532	624
C19orf24_TSS1_+21_g3	C19orf24	718	465	745	594
C19orf24_TSS1_+158_g4	C19orf24	466	566	721	590
C19orf24_TSS1_+427_g5	C19orf24	406	485	531	403
C19orf25_TSS1_-239_g1	C19orf25	813	734	765	617
C19orf25_TSS1_-71_g2	C19orf25	1189	925	1288	825
C19orf25_TSS1_+32_g3	C19orf25	611	572	621	605
C19orf25_TSS1_+141_g4	C19orf25	948	448	779	1288
C19orf25_TSS1_+411_g5	C19orf25	1079	1039	1005	1351
C19orf26_TSS1_-240_g1	C19orf26	107	104	113	69
C19orf26_TSS1_-92_g2	C19orf26	250	224	226	184
C19orf26_TSS1_+40_g3	C19orf26	223	182	161	269
C19orf26_TSS1_+131_g4	C19orf26	118	134	243	157
C19orf26_TSS1_+433_g5	C19orf26	186	144	87	55
C19orf33_TSS1_-249_g1	C19orf33	558	836	710	869
C19orf33_TSS1_-64_g2	C19orf33	348	765	764	468
C19orf33_TSS1_+45_g3	C19orf33	425	390	500	512
C19orf33_TSS1_+136_g4	C19orf33	337	588	541	397
C19orf33_TSS1_+412_g5	C19orf33	659	384	802	762
C19orf35_TSS1_-234_g1	C19orf35	300	281	311	168
C19orf35_TSS1_-75_g2	C19orf35	214	205	188	219
C19orf35_TSS1_+22_g3	C19orf35	151	127	137	129
C19orf35_TSS1_+156_g4	C19orf35	260	204	207	193
C19orf35_TSS1_+429_g5	C19orf35	310	212	146	225
C19orf38_TSS1_-259_g1	C19orf38	130	167	141	121
C19orf38_TSS1_-90_g2	C19orf38	179	157	172	209
C19orf38_TSS1_+37_g3	C19orf38	218	286	130	137
C19orf38_TSS1_+164_g4	C19orf38	154	126	135	164
C19orf38_TSS1_+404_g5	C19orf38	126	198	159	140
C19orf40_TSS1_-258_g1	C19orf40	319	390	405	501
C19orf40_TSS1_-68_g2	C19orf40	364	236	222	339
C19orf40_TSS1_+36_g3	C19orf40	450	470	415	186
C19orf40_TSS1_+142_g4	C19orf40	638	263	205	330
C19orf40_TSS1_+423_g5	C19orf40	424	302	477	359
C19orf43_TSS1_-244_g1	C19orf43	166	221	127	203
C19orf43_TSS1_-62_g2	C19orf43	117	141	145	109
C19orf43_TSS1_+7_g3	C19orf43	119	150	167	134
C19orf43_TSS1_+159_g4	C19orf43	158	205	150	163
C19orf43_TSS1_+400_g5	C19orf43	342	314	309	164
C19orf44_TSS1_-260_g1	C19orf44	515	954	696	720
C19orf44_TSS1_-62_g2	C19orf44	759	511	507	449
C19orf44_TSS1_+36_g3	C19orf44	729	657	603	895
C19orf44_TSS1_+163_g4	C19orf44	841	373	354	536
C19orf44_TSS1_+419_g5	C19orf44	384	303	475	698
C19orf45_TSS1_-236_g1	C19orf45	904	1331	704	754
C19orf45_TSS1_-67_g2	C19orf45	739	659	633	654
C19orf45_TSS1_+16_g3	C19orf45	752	772	671	501
C19orf45_TSS1_+132_g4	C19orf45	622	980	632	529
C19orf45_TSS1_+436_g5	C19orf45	663	832	457	634
C19orf47_TSS1_-251_g1	C19orf47	322	384	432	498
C19orf47_TSS1_-65_g2	C19orf47	293	457	266	356
C19orf47_TSS1_+13_g3	C19orf47	421	360	293	473
C19orf47_TSS1_+133_g4	C19orf47	344	483	550	766
C19orf47_TSS1_+422_g5	C19orf47	467	437	498	289
C19orf48_TSS1_-263_g1	C19orf48	346	362	286	356
C19orf48_TSS1_-99_g2	C19orf48	167	134	207	168
C19orf48_TSS1_+5_g3	C19orf48	364	218	222	202
C19orf48_TSS1_+138_g4	C19orf48	268	153	246	297
C19orf48_TSS1_+438_g5	C19orf48	182	111	247	198
C19orf52_TSS1_-233_g1	C19orf52	989	644	457	833
C19orf52_TSS1_-89_g2	C19orf52	779	831	683	739
C19orf52_TSS1_+39_g3	C19orf52	572	755	305	467
C19orf52_TSS1_+154_g4	C19orf52	598	547	456	408
C19orf52_TSS1_+419_g5	C19orf52	641	888	864	707
C19orf53_TSS1_-266_g1	C19orf53	337	295	242	442
C19orf53_TSS1_-72_g2	C19orf53	327	270	340	357
C19orf53_TSS1_+27_g3	C19orf53	418	249	451	333
C19orf53_TSS1_+155_g4	C19orf53	242	306	241	241
C19orf53_TSS1_+422_g5	C19orf53	408	449	413	337
C19orf54_TSS1_-248_g1	C19orf54	330	388	352	225
C19orf54_TSS1_-69_g2	C19orf54	356	367	279	225
C19orf54_TSS1_+7_g3	C19orf54	332	445	344	216
C19orf54_TSS1_+157_g4	C19orf54	268	292	271	284
C19orf54_TSS1_+428_g5	C19orf54	160	344	271	231
C19orf55_TSS1_-253_g1	C19orf55	465	263	385	411
C19orf55_TSS1_-85_g2	C19orf55	497	320	504	492
C19orf55_TSS1_+8_g3	C19orf55	167	232	286	253
C19orf55_TSS1_+151_g4	C19orf55	392	172	343	400
C19orf55_TSS1_+425_g5	C19orf55	351	329	575	473
C19orf57_TSS1_-262_g1	C19orf57	291	266	460	422
C19orf57_TSS1_-61_g2	C19orf57	396	280	284	338
C19orf57_TSS1_+20_g3	C19orf57	309	367	322	437
C19orf57_TSS1_+162_g4	C19orf57	333	522	264	404
C19orf57_TSS1_+430_g5	C19orf57	379	475	437	284
C19orf59_TSS1_-235_g1	C19orf59	646	702	466	458
C19orf59_TSS1_-83_g2	C19orf59	610	561	554	317
C19orf59_TSS1_+14_g3	C19orf59	667	559	408	281
C19orf59_TSS1_+151_g4	C19orf59	554	702	328	751
C19orf59_TSS1_+403_g5	C19orf59	370	497	700	456
C19orf60_TSS1_-239_g1	C19orf60	774	992	869	662
C19orf60_TSS1_-92_g2	C19orf60	953	884	755	585
C19orf60_TSS1_+34_g3	C19orf60	997	948	601	865
C19orf60_TSS1_+157_g4	C19orf60	676	647	485	416
C19orf60_TSS1_+409_g5	C19orf60	1134	1330	824	1248
C19orf66_TSS1_-263_g1	C19orf66	309	298	298	220
C19orf66_TSS1_-97_g2	C19orf66	536	342	442	295
C19orf66_TSS1_+19_g3	C19orf66	579	362	518	378
C19orf66_TSS1_+156_g4	C19orf66	458	401	465	280
C19orf66_TSS1_+431_g5	C19orf66	414	392	459	455
C19orf67_TSS1_-231_g1	C19orf67	496	728	434	544
C19orf67_TSS1_-94_g2	C19orf67	434	532	506	358
C19orf67_TSS1_+21_g3	C19orf67	466	584	442	538
C19orf67_TSS1_+153_g4	C19orf67	401	414	455	401
C19orf67_TSS1_+425_g5	C19orf67	215	385	263	310
C19orf70_TSS1_-247_g1	C19orf70	1147	1006	668	1124
C19orf70_TSS1_-76_g2	C19orf70	808	1060	974	817
C19orf70_TSS1_+39_g3	C19orf70	955	923	382	331
C19orf70_TSS1_+132_g4	C19orf70	937	812	514	588
C19orf70_TSS1_+438_g5	C19orf70	670	521	466	662
C19orf71_TSS1_-240_g1	C19orf71	269	211	457	305
C19orf71_TSS1_-95_g2	C19orf71	539	706	520	398
C19orf71_TSS1_+24_g3	C19orf71	427	558	428	384
C19orf71_TSS1_+142_g4	C19orf71	287	475	264	137
C19orf71_TSS1_+419_g5	C19orf71	452	550	606	603
C19orf77_TSS1_-234_g1	C19orf77	669	559	313	631
C19orf77_TSS1_-85_g2	C19orf77	304	719	429	907
C19orf77_TSS1_+26_g3	C19orf77	1040	710	1258	883
C19orf77_TSS1_+150_g4	C19orf77	1079	610	650	913
C19orf77_TSS1_+428_g5	C19orf77	912	482	481	854
C19orf80_TSS1_-230_g1	C19orf80	494	672	636	439
C19orf80_TSS1_-73_g2	C19orf80	681	650	756	826
C19orf80_TSS1_+45_g3	C19orf80	429	388	404	389
C19orf80_TSS1_+133_g4	C19orf80	933	700	581	718
C19orf80_TSS1_+402_g5	C19orf80	687	527	649	609
C19orf81_TSS1_-263_g1	C19orf81	243	468	441	482
C19orf81_TSS1_-70_g2	C19orf81	334	470	198	574
C19orf81_TSS1_+20_g3	C19orf81	321	323	252	358
C19orf81_TSS1_+134_g4	C19orf81	379	615	576	492
C19orf81_TSS1_+436_g5	C19orf81	492	315	276	248
C1orf100_TSS1_-240_g1	C1orf100	326	556	519	613
C1orf100_TSS1_-66_g2	C1orf100	962	956	847	1171
C1orf100_TSS1_+40_g3	C1orf100	717	740	727	787
C1orf100_TSS1_+130_g4	C1orf100	1118	1063	1060	1499
C1orf100_TSS1_+435_g5	C1orf100	1351	1022	1097	1297
C1orf101_TSS1_-248_g1	C1orf101	527	595	476	374
C1orf101_TSS1_-71_g2	C1orf101	283	386	384	335
C1orf101_TSS1_+33_g3	C1orf101	496	414	304	430
C1orf101_TSS1_+170_g4	C1orf101	343	406	168	233
C1orf101_TSS1_+431_g5	C1orf101	458	441	460	551
C1orf105_TSS1_-266_g1	C1orf105	157	262	184	391
C1orf105_TSS1_-99_g2	C1orf105	230	105	335	265
C1orf105_TSS1_+25_g3	C1orf105	147	171	168	137
C1orf105_TSS1_+135_g4	C1orf105	254	229	207	245
C1orf105_TSS1_+400_g5	C1orf105	179	217	216	201
C1orf106_TSS1_-270_g1	C1orf106	162	198	128	154
C1orf106_TSS1_-77_g2	C1orf106	175	181	166	202
C1orf106_TSS1_+36_g3	C1orf106	145	115	176	214
C1orf106_TSS1_+137_g4	C1orf106	245	229	201	181
C1orf106_TSS1_+408_g5	C1orf106	228	185	207	191
C1orf109_TSS1_-252_g1	C1orf109	530	717	409	641
C1orf109_TSS1_-81_g2	C1orf109	695	708	245	216
C1orf109_TSS1_+44_g3	C1orf109	752	627	169	150
C1orf109_TSS1_+148_g4	C1orf109	930	910	124	187
C1orf109_TSS1_+429_g5	C1orf109	802	1019	542	919
C1orf111_TSS1_-255_g1	C1orf111	269	307	443	462
C1orf111_TSS1_-60_g2	C1orf111	530	459	218	393
C1orf111_TSS1_+26_g3	C1orf111	259	254	144	218
C1orf111_TSS1_+132_g4	C1orf111	369	317	446	322
C1orf111_TSS1_+411_g5	C1orf111	321	240	485	290
C1orf112_TSS1_-240_g1	C1orf112	248	262	262	224
C1orf112_TSS1_-72_g2	C1orf112	326	229	137	218
C1orf112_TSS1_+33_g3	C1orf112	381	267	175	251
C1orf112_TSS1_+165_g4	C1orf112	365	288	349	267
C1orf112_TSS1_+423_g5	C1orf112	397	445	428	350
C1orf115_TSS1_-257_g1	C1orf115	722	701	1417	1037
C1orf115_TSS1_-77_g2	C1orf115	587	640	714	821
C1orf115_TSS1_+14_g3	C1orf115	797	1064	931	998
C1orf115_TSS1_+165_g4	C1orf115	882	872	1072	1031
C1orf115_TSS1_+410_g5	C1orf115	984	923	1025	1129
C1orf116_TSS1_-255_g1	C1orf116	787	609	455	755
C1orf116_TSS1_-66_g2	C1orf116	548	660	817	644
C1orf116_TSS1_+45_g3	C1orf116	545	536	283	276
C1orf116_TSS1_+143_g4	C1orf116	557	740	612	511
C1orf116_TSS1_+400_g5	C1orf116	727	456	424	311
C1orf122_TSS1_-231_g1	C1orf122	328	403	433	401
C1orf122_TSS1_-96_g2	C1orf122	292	409	345	269
C1orf122_TSS1_+19_g3	C1orf122	277	264	300	182
C1orf122_TSS1_+133_g4	C1orf122	328	396	305	283
C1orf122_TSS1_+416_g5	C1orf122	331	356	447	370
C1orf123_TSS1_-266_g1	C1orf123	279	224	266	277
C1orf123_TSS1_-61_g2	C1orf123	491	289	323	207
C1orf123_TSS1_+18_g3	C1orf123	214	229	331	260
C1orf123_TSS1_+148_g4	C1orf123	283	283	289	242
C1orf123_TSS1_+413_g5	C1orf123	196	277	231	232
C1orf127_TSS1_-261_g1	C1orf127	682	648	673	452
C1orf127_TSS1_-100_g2	C1orf127	600	1091	450	453
C1orf127_TSS1_+20_g3	C1orf127	981	582	606	443
C1orf127_TSS1_+133_g4	C1orf127	533	984	397	362
C1orf127_TSS1_+404_g5	C1orf127	572	502	527	362
C1orf131_TSS1_-268_g1	C1orf131	694	532	829	833
C1orf131_TSS1_-67_g2	C1orf131	828	1265	927	1149
C1orf131_TSS1_+9_g3	C1orf131	824	1031	910	1072
C1orf131_TSS1_+135_g4	C1orf131	1129	1049	880	551
C1orf131_TSS1_+426_g5	C1orf131	812	936	554	843
C1orf141_TSS1_-244_g1	C1orf141	305	297	355	306
C1orf141_TSS1_-67_g2	C1orf141	287	291	392	299
C1orf141_TSS1_+14_g3	C1orf141	393	514	430	479
C1orf141_TSS1_+131_g4	C1orf141	455	460	599	358
C1orf141_TSS1_+438_g5	C1orf141	585	414	389	368
C1orf158_TSS1_-270_g1	C1orf158	1599	1300	1544	872
C1orf158_TSS1_-99_g2	C1orf158	1038	781	868	971
C1orf158_TSS1_+28_g3	C1orf158	993	625	1075	935
C1orf158_TSS1_+142_g4	C1orf158	667	1019	617	680
C1orf158_TSS1_+439_g5	C1orf158	851	925	807	1343
C1orf159_TSS1_-248_g1	C1orf159	926	757	732	680
C1orf159_TSS1_-72_g2	C1orf159	900	725	493	670
C1orf159_TSS1_+35_g3	C1orf159	741	762	903	800
C1orf159_TSS1_+132_g4	C1orf159	1079	902	1383	1180
C1orf159_TSS1_+408_g5	C1orf159	853	791	689	700
C1orf162_TSS1_-261_g1	C1orf162	592	581	362	478
C1orf162_TSS1_-66_g2	C1orf162	692	697	557	949
C1orf162_TSS1_+44_g3	C1orf162	446	538	433	580
C1orf162_TSS1_+133_g4	C1orf162	587	562	611	886
C1orf162_TSS1_+418_g5	C1orf162	601	551	658	490
C1orf168_TSS1_-265_g1	C1orf168	314	434	516	449
C1orf168_TSS1_-62_g2	C1orf168	375	390	359	458
C1orf168_TSS1_+34_g3	C1orf168	505	420	309	352
C1orf168_TSS1_+153_g4	C1orf168	373	267	230	349
C1orf168_TSS1_+414_g5	C1orf168	256	441	538	532
C1orf172_TSS1_-230_g1	C1orf172	223	170	136	198
C1orf172_TSS1_-95_g2	C1orf172	160	210	83	146
C1orf172_TSS1_+30_g3	C1orf172	180	111	122	231
C1orf172_TSS1_+168_g4	C1orf172	115	157	118	137
C1orf172_TSS1_+420_g5	C1orf172	108	159	258	114
C1orf173_TSS1_-255_g1	C1orf173	323	195	208	213
C1orf173_TSS1_-76_g2	C1orf173	326	258	292	155
C1orf173_TSS1_+21_g3	C1orf173	219	263	256	366
C1orf173_TSS1_+130_g4	C1orf173	369	290	259	368
C1orf173_TSS1_+401_g5	C1orf173	313	295	336	266
C1orf174_TSS1_-259_g1	C1orf174	549	689	481	437
C1orf174_TSS1_-96_g2	C1orf174	444	544	623	319
C1orf174_TSS1_+33_g3	C1orf174	315	430	311	500
C1orf174_TSS1_+158_g4	C1orf174	470	405	515	549
C1orf174_TSS1_+430_g5	C1orf174	466	670	421	396
C1orf177_TSS1_-268_g1	C1orf177	891	822	869	896
C1orf177_TSS1_-88_g2	C1orf177	1075	806	717	565
C1orf177_TSS1_+22_g3	C1orf177	811	623	744	628
C1orf177_TSS1_+151_g4	C1orf177	656	1031	459	504
C1orf177_TSS1_+403_g5	C1orf177	688	908	1336	939
C1orf185_TSS1_-259_g1	C1orf185	329	439	336	477
C1orf185_TSS1_-68_g2	C1orf185	356	201	290	308
C1orf185_TSS1_+30_g3	C1orf185	374	245	346	539
C1orf185_TSS1_+141_g4	C1orf185	313	237	174	279
C1orf185_TSS1_+415_g5	C1orf185	392	290	301	373
C1orf186_TSS1_-244_g1	C1orf186	410	662	218	371
C1orf186_TSS1_-64_g2	C1orf186	674	548	492	653
C1orf186_TSS1_+39_g3	C1orf186	368	535	877	525
C1orf186_TSS1_+158_g4	C1orf186	581	874	474	511
C1orf186_TSS1_+404_g5	C1orf186	429	322	447	404
C1orf189_TSS1_-262_g1	C1orf189	976	1209	1213	1131
C1orf189_TSS1_-72_g2	C1orf189	568	621	820	598
C1orf189_TSS1_+32_g3	C1orf189	933	731	743	779
C1orf189_TSS1_+161_g4	C1orf189	841	1275	799	678
C1orf189_TSS1_+421_g5	C1orf189	672	803	800	592
C1orf192_TSS1_-237_g1	C1orf192	689	490	847	448
C1orf192_TSS1_-93_g2	C1orf192	1018	1141	855	650
C1orf192_TSS1_+36_g3	C1orf192	445	291	318	307
C1orf192_TSS1_+142_g4	C1orf192	310	688	418	551
C1orf192_TSS1_+416_g5	C1orf192	502	681	504	462
C1orf198_TSS1_-250_g1	C1orf198	200	284	307	277
C1orf198_TSS1_-61_g2	C1orf198	144	147	200	142
C1orf198_TSS1_+15_g3	C1orf198	145	197	193	158
C1orf198_TSS1_+153_g4	C1orf198	205	240	280	233
C1orf198_TSS1_+434_g5	C1orf198	179	176	134	112
C1orf21_TSS1_-233_g1	C1orf21	522	264	387	256
C1orf21_TSS1_-78_g2	C1orf21	154	429	405	262
C1orf21_TSS1_+45_g3	C1orf21	342	372	342	255
C1orf21_TSS1_+158_g4	C1orf21	262	170	355	189
C1orf21_TSS1_+401_g5	C1orf21	246	360	240	330
C1orf210_TSS1_-265_g1	C1orf210	375	305	229	620
C1orf210_TSS1_-65_g2	C1orf210	426	303	529	433
C1orf210_TSS1_+25_g3	C1orf210	385	434	368	356
C1orf210_TSS1_+168_g4	C1orf210	339	718	408	704
C1orf210_TSS1_+436_g5	C1orf210	280	220	267	359
C1orf216_TSS1_-230_g1	C1orf216	591	589	475	545
C1orf216_TSS1_-83_g2	C1orf216	527	458	453	508
C1orf216_TSS1_+22_g3	C1orf216	525	448	611	336
C1orf216_TSS1_+134_g4	C1orf216	660	599	689	580
C1orf216_TSS1_+431_g5	C1orf216	476	358	277	393
C1orf226_TSS1_-233_g1	C1orf226	413	350	532	508
C1orf226_TSS1_-75_g2	C1orf226	501	396	473	682
C1orf226_TSS1_+34_g3	C1orf226	464	501	562	392
C1orf226_TSS1_+158_g4	C1orf226	525	495	495	654
C1orf226_TSS1_+403_g5	C1orf226	526	389	506	405
C1orf227_TSS1_-260_g1	C1orf227	352	399	380	312
C1orf227_TSS1_-85_g2	C1orf227	302	323	463	341
C1orf227_TSS1_+36_g3	C1orf227	880	701	551	435
C1orf227_TSS1_+148_g4	C1orf227	322	422	482	370
C1orf227_TSS1_+415_g5	C1orf227	583	796	552	943
C1orf228_TSS1_-270_g1	C1orf228	628	460	526	514
C1orf228_TSS1_-61_g2	C1orf228	865	499	473	532
C1orf228_TSS1_+34_g3	C1orf228	413	527	468	523
C1orf228_TSS1_+130_g4	C1orf228	709	643	547	373
C1orf228_TSS1_+421_g5	C1orf228	553	573	775	389
C1orf233_TSS1_-249_g1	C1orf233	732	598	1232	691
C1orf233_TSS1_-88_g2	C1orf233	838	660	1099	595
C1orf233_TSS1_+32_g3	C1orf233	1099	990	699	599
C1orf233_TSS1_+130_g4	C1orf233	850	676	770	943
C1orf233_TSS1_+419_g5	C1orf233	1116	759	889	1198
C1orf27_TSS1_-236_g1	C1orf27	643	487	651	540
C1orf27_TSS1_-93_g2	C1orf27	580	705	762	734
C1orf27_TSS1_+37_g3	C1orf27	411	608	615	704
C1orf27_TSS1_+131_g4	C1orf27	449	453	700	468
C1orf27_TSS1_+403_g5	C1orf27	989	1031	755	827
C1orf35_TSS1_-255_g1	C1orf35	579	484	895	659
C1orf35_TSS1_-97_g2	C1orf35	601	591	575	399
C1orf35_TSS1_+28_g3	C1orf35	541	655	631	672
C1orf35_TSS1_+147_g4	C1orf35	324	588	353	305
C1orf35_TSS1_+421_g5	C1orf35	658	457	416	248
C1orf43_TSS1_-248_g1	C1orf43	1002	1516	846	1004
C1orf43_TSS1_-68_g2	C1orf43	955	1008	632	1193
C1orf43_TSS1_+6_g3	C1orf43	916	703	832	806
C1orf43_TSS1_+158_g4	C1orf43	957	749	645	948
C1orf43_TSS1_+419_g5	C1orf43	836	777	712	1063
C1orf50_TSS1_-248_g1	C1orf50	477	605	1073	446
C1orf50_TSS1_-71_g2	C1orf50	781	590	558	641
C1orf50_TSS1_+17_g3	C1orf50	912	1035	984	590
C1orf50_TSS1_+147_g4	C1orf50	695	801	598	625
C1orf50_TSS1_+426_g5	C1orf50	511	417	571	476
C1orf51_TSS1_-266_g1	C1orf51	462	951	528	442
C1orf51_TSS1_-87_g2	C1orf51	1274	1226	790	636
C1orf51_TSS1_+29_g3	C1orf51	921	721	1066	820
C1orf51_TSS1_+155_g4	C1orf51	685	373	659	960
C1orf51_TSS1_+409_g5	C1orf51	1000	511	813	568
C1orf52_TSS1_-249_g1	C1orf52	897	811	1140	712
C1orf52_TSS1_-97_g2	C1orf52	1142	1053	1154	827
C1orf52_TSS1_+28_g3	C1orf52	747	421	421	771
C1orf52_TSS1_+170_g4	C1orf52	679	667	995	1010
C1orf52_TSS1_+403_g5	C1orf52	621	746	978	825
C1orf53_TSS1_-253_g1	C1orf53	310	362	413	566
C1orf53_TSS1_-94_g2	C1orf53	526	415	422	602
C1orf53_TSS1_+17_g3	C1orf53	628	453	841	435
C1orf53_TSS1_+134_g4	C1orf53	332	412	402	315
C1orf53_TSS1_+417_g5	C1orf53	678	547	430	538
C1orf54_TSS1_-259_g1	C1orf54	526	462	342	407
C1orf54_TSS1_-62_g2	C1orf54	501	655	781	696
C1orf54_TSS1_+16_g3	C1orf54	598	858	827	596
C1orf54_TSS1_+144_g4	C1orf54	541	353	366	444
C1orf54_TSS1_+435_g5	C1orf54	567	568	581	551
C1orf56_TSS1_-250_g1	C1orf56	243	147	294	128
C1orf56_TSS1_-93_g2	C1orf56	251	304	207	315
C1orf56_TSS1_+16_g3	C1orf56	258	347	186	249
C1orf56_TSS1_+140_g4	C1orf56	444	420	287	274
C1orf56_TSS1_+422_g5	C1orf56	254	514	395	168
C1orf61_TSS1_-268_g1	C1orf61	327	284	389	388
C1orf61_TSS1_-67_g2	C1orf61	308	582	379	347
C1orf61_TSS1_+8_g3	C1orf61	268	347	402	316
C1orf61_TSS1_+147_g4	C1orf61	461	242	342	295
C1orf61_TSS1_+418_g5	C1orf61	446	529	283	330
C1orf63_TSS1_-245_g1	C1orf63	680	856	777	656
C1orf63_TSS1_-79_g2	C1orf63	445	375	331	403
C1orf63_TSS1_+26_g3	C1orf63	625	801	450	622
C1orf63_TSS1_+152_g4	C1orf63	433	495	369	403
C1orf63_TSS1_+422_g5	C1orf63	432	388	395	574
C1orf64_TSS1_-238_g1	C1orf64	505	666	607	358
C1orf64_TSS1_-95_g2	C1orf64	561	842	495	532
C1orf64_TSS1_+32_g3	C1orf64	597	623	418	594
C1orf64_TSS1_+163_g4	C1orf64	645	717	920	699
C1orf64_TSS1_+436_g5	C1orf64	507	651	829	737
C1orf74_TSS1_-260_g1	C1orf74	209	273	265	342
C1orf74_TSS1_-96_g2	C1orf74	276	257	157	284
C1orf74_TSS1_+24_g3	C1orf74	245	203	324	160
C1orf74_TSS1_+151_g4	C1orf74	418	293	237	242
C1orf74_TSS1_+412_g5	C1orf74	262	263	214	259
C1orf85_TSS1_-248_g1	C1orf85	288	195	266	350
C1orf85_TSS1_-78_g2	C1orf85	201	321	288	235
C1orf85_TSS1_+33_g3	C1orf85	304	306	414	624
C1orf85_TSS1_+132_g4	C1orf85	444	310	222	231
C1orf85_TSS1_+429_g5	C1orf85	346	314	465	560
