sgRNA	Gene	DMSO_rep1	DMSO_rep2	Drug_rep1	Drug_rep2
C15orf61_TSS1_+25_g4	C15orf61	219	265	262	222
C15orf61_TSS1_+204_g5	C15orf61	200	181	124	187
C16orf11_TSS1_-348_g1	C16orf11	180	210	163	305
C16orf11_TSS1_-228_g2	C16orf11	331	206	324	330
C16orf11_TSS1_-106_g3	C16orf11	231	371	233	188
C16orf11_TSS1_+63_g4	C16orf11	180	266	158	218
C16orf11_TSS1_+170_g5	C16orf11	273	262	530	148
C16orf13_TSS1_-371_g1	C16orf13	850	754	814	517
C16orf13_TSS1_-243_g2	C16orf13	722	482	573	970
C16orf13_TSS1_-115_g3	C16orf13	644	462	759	591
C16orf13_TSS1_+23_g4	C16orf13	475	549	741	610
C16orf13_TSS1_+191_g5	C16orf13	822	861	628	777
C16orf45_TSS1_-353_g1	C16orf45	1043	854	596	492
C16orf45_TSS1_-227_g2	C16orf45	500	697	562	464
C16orf45_TSS1_-123_g3	C16orf45	552	387	920	434
C16orf45_TSS1_+19_g4	C16orf45	597	619	647	690
C16orf45_TSS1_+173_g5	C16orf45	489	523	658	488
C16orf52_TSS1_-331_g1	C16orf52	428	726	564	405
C16orf52_TSS1_-221_g2	C16orf52	1096	864	422	636
C16orf52_TSS1_-104_g3	C16orf52	896	924	647	640
C16orf52_TSS1_+58_g4	C16orf52	1052	519	521	818
C16orf52_TSS1_+161_g5	C16orf52	443	563	696	716
C16orf54_TSS1_-365_g1	C16orf54	285	306	195	332
C16orf54_TSS1_-214_g2	C16orf54	241	264	399	322
C16orf54_TSS1_-142_g3	C16orf54	180	344	343	356
C16orf54_TSS1_+51_g4	C16orf54	394	261	316	251
C16orf54_TSS1_+196_g5	C16orf54	296	324	366	533
C16orf55_TSS1_-357_g1	C16orf55	770	679	651	553
C16orf55_TSS1_-213_g2	C16orf55	734	506	464	527
C16orf55_TSS1_-145_g3	C16orf55	543	464	626	579
C16orf55_TSS1_+15_g4	C16orf55	388	420	510	473
C16orf55_TSS1_+166_g5	C16orf55	500	363	856	675
C16orf58_TSS1_-346_g1	C16orf58	465	644	716	792
C16orf58_TSS1_-239_g2	C16orf58	869	638	1425	895
C16orf58_TSS1_-125_g3	C16orf58	514	585	769	833
C16orf58_TSS1_+24_g4	C16orf58	1022	809	960	685
C16orf58_TSS1_+177_g5	C16orf58	730	939	854	669
C16orf59_TSS1_-373_g1	C16orf59	576	570	597	429
C16orf59_TSS1_-227_g2	C16orf59	456	377	266	593
C16orf59_TSS1_-97_g3	C16orf59	428	375	488	432
C16orf59_TSS1_+43_g4	C16orf59	252	163	281	381
C16orf59_TSS1_+182_g5	C16orf59	304	134	307	343
C16orf62_TSS1_-367_g1	C16orf62	888	615	329	656
C16orf62_TSS1_-245_g2	C16orf62	614	605	426	926
C16orf62_TSS1_-115_g3	C16orf62	848	636	515	406
C16orf62_TSS1_+39_g4	C16orf62	364	414	364	660
C16orf62_TSS1_+202_g5	C16orf62	711	531	571	714
C16orf70_TSS1_-327_g1	C16orf70	855	1392	776	588
C16orf70_TSS1_-238_g2	C16orf70	521	523	969	776
C16orf70_TSS1_-105_g3	C16orf70	627	574	816	430
C16orf70_TSS1_+57_g4	C16orf70	852	673	429	580
C16orf70_TSS1_+178_g5	C16orf70	870	444	789	801
C16orf71_TSS1_-333_g1	C16orf71	480	770	798	696
C16orf71_TSS1_-224_g2	C16orf71	896	1796	1025	880
C16orf71_TSS1_-124_g3	C16orf71	710	626	728	831
C16orf71_TSS1_+50_g4	C16orf71	804	618	900	804
C16orf71_TSS1_+155_g5	C16orf71	1187	887	1065	767
C16orf72_TSS1_-355_g1	C16orf72	315	396	629	394
C16orf72_TSS1_-215_g2	C16orf72	627	342	540	672
C16orf72_TSS1_-113_g3	C16orf72	981	663	1212	868
C16orf72_TSS1_+27_g4	C16orf72	898	820	923	881
C16orf72_TSS1_+204_g5	C16orf72	619	591	962	451
C16orf74_TSS1_-329_g1	C16orf74	624	381	392	729
C16orf74_TSS1_-206_g2	C16orf74	629	634	543	659
C16orf74_TSS1_-104_g3	C16orf74	939	662	967	571
C16orf74_TSS1_+15_g4	C16orf74	710	673	609	450
C16orf74_TSS1_+165_g5	C16orf74	775	1071	633	687
C16orf78_TSS1_-367_g1	C16orf78	1000	868	2022	1789
C16orf78_TSS1_-244_g2	C16orf78	1077	1130	3099	1507
C16orf78_TSS1_-134_g3	C16orf78	746	609	3033	1763
C16orf78_TSS1_+55_g4	C16orf78	1345	695	906	2026
C16orf78_TSS1_+164_g5	C16orf78	665	911	892	449
C16orf80_TSS1_-352_g1	C16orf80	312	355	270	356
C16orf80_TSS1_-220_g2	C16orf80	196	150	239	224
C16orf80_TSS1_-138_g3	C16orf80	245	195	328	242
C16orf80_TSS1_+52_g4	C16orf80	215	237	160	402
C16orf80_TSS1_+168_g5	C16orf80	143	188	296	253
C16orf86_TSS1_-357_g1	C16orf86	323	333	309	535
C16orf86_TSS1_-220_g2	C16orf86	356	251	172	189
C16orf86_TSS1_-136_g3	C16orf86	155	146	196	219
C16orf86_TSS1_+17_g4	C16orf86	236	143	123	205
C16orf86_TSS1_+158_g5	C16orf86	376	194	264	162
C16orf87_TSS1_-339_g1	C16orf87	883	618	863	608
C16orf87_TSS1_-210_g2	C16orf87	646	683	447	998
C16orf87_TSS1_-102_g3	C16orf87	955	895	815	795
C16orf87_TSS1_+63_g4	C16orf87	386	919	657	821
C16orf87_TSS1_+157_g5	C16orf87	687	878	517	812
C16orf89_TSS1_-363_g1	C16orf89	474	281	473	510
C16orf89_TSS1_-209_g2	C16orf89	487	329	716	428
C16orf89_TSS1_-132_g3	C16orf89	561	688	973	996
C16orf89_TSS1_+26_g4	C16orf89	398	509	518	413
C16orf89_TSS1_+185_g5	C16orf89	555	831	1088	1020
C16orf91_TSS1_-358_g1	C16orf91	325	273	168	253
C16orf91_TSS1_-205_g2	C16orf91	170	194	132	110
C16orf91_TSS1_-124_g3	C16orf91	184	277	252	140
C16orf91_TSS1_+62_g4	C16orf91	175	225	260	158
C16orf91_TSS1_+187_g5	C16orf91	227	286	290	370
C16orf92_TSS1_-368_g1	C16orf92	382	395	345	227
C16orf92_TSS1_-197_g2	C16orf92	350	377	296	282
C16orf92_TSS1_-123_g3	C16orf92	432	368	483	550
C16orf92_TSS1_+26_g4	C16orf92	423	336	331	480
C16orf92_TSS1_+203_g5	C16orf92	417	320	248	315
C16orf93_TSS1_-364_g1	C16orf93	645	977	569	633
C16orf93_TSS1_-202_g2	C16orf93	467	410	973	621
C16orf93_TSS1_-142_g3	C16orf93	970	683	807	449
C16orf93_TSS1_+49_g4	C16orf93	695	674	714	473
C16orf93_TSS1_+157_g5	C16orf93	1337	713	1009	716
C16orf95_TSS1_-361_g1	C16orf95	407	428	369	493
C16orf95_TSS1_-200_g2	C16orf95	488	435	246	327
C16orf95_TSS1_-139_g3	C16orf95	514	514	397	576
C16orf95_TSS1_+54_g4	C16orf95	254	239	354	297
C16orf95_TSS1_+158_g5	C16orf95	541	484	577	389
C16orf96_TSS1_-353_g1	C16orf96	522	738	709	644
C16orf96_TSS1_-201_g2	C16orf96	543	591	759	464
C16orf96_TSS1_-101_g3	C16orf96	532	398	938	438
C16orf96_TSS1_+59_g4	C16orf96	431	495	571	571
C16orf96_TSS1_+192_g5	C16orf96	456	535	446	612
C16orf97_TSS1_-343_g1	C16orf97	386	315	228	382
C16orf97_TSS1_-231_g2	C16orf97	437	536	1451	370
C16orf97_TSS1_-122_g3	C16orf97	354	367	466	372
C16orf97_TSS1_+42_g4	C16orf97	455	460	448	296
C16orf97_TSS1_+173_g5	C16orf97	442	402	554	720
C17orf103_TSS1_-331_g1	C17orf103	506	801	899	786
C17orf103_TSS1_-199_g2	C17orf103	912	651	894	612
C17orf103_TSS1_-106_g3	C17orf103	926	641	787	716
C17orf103_TSS1_+56_g4	C17orf103	821	464	752	524
C17orf103_TSS1_+188_g5	C17orf103	1068	986	948	812
C17orf104_TSS1_-359_g1	C17orf104	472	623	678	536
C17orf104_TSS1_-234_g2	C17orf104	1506	1559	1463	960
C17orf104_TSS1_-145_g3	C17orf104	898	606	562	623
C17orf104_TSS1_+56_g4	C17orf104	675	1012	1301	1642
C17orf104_TSS1_+162_g5	C17orf104	505	370	406	806
C17orf107_TSS1_-344_g1	C17orf107	867	891	864	769
C17orf107_TSS1_-205_g2	C17orf107	562	742	904	616
C17orf107_TSS1_-135_g3	C17orf107	839	482	709	682
C17orf107_TSS1_+39_g4	C17orf107	638	1040	898	795
C17orf107_TSS1_+162_g5	C17orf107	716	328	543	800
C17orf47_TSS1_-338_g1	C17orf47	509	457	292	440
C17orf47_TSS1_-216_g2	C17orf47	445	439	536	432
C17orf47_TSS1_-142_g3	C17orf47	469	302	372	294
C17orf47_TSS1_+18_g4	C17orf47	488	507	514	346
C17orf47_TSS1_+194_g5	C17orf47	281	241	340	148
C17orf49_TSS1_-361_g1	C17orf49	611	569	671	859
C17orf49_TSS1_-226_g2	C17orf49	1046	1075	1083	968
C17orf49_TSS1_-105_g3	C17orf49	637	734	560	799
C17orf49_TSS1_+24_g4	C17orf49	1055	547	645	701
C17orf49_TSS1_+183_g5	C17orf49	679	747	850	696
C17orf50_TSS1_-358_g1	C17orf50	193	355	326	207
C17orf50_TSS1_-225_g2	C17orf50	259	372	313	308
C17orf50_TSS1_-145_g3	C17orf50	192	149	203	178
C17orf50_TSS1_+65_g4	C17orf50	299	297	198	278
C17orf50_TSS1_+179_g5	C17orf50	228	141	260	259
C17orf51_TSS1_-365_g1	C17orf51	145	99	201	162
C17orf51_TSS1_-217_g2	C17orf51	162	153	147	149
C17orf51_TSS1_-141_g3	C17orf51	109	182	158	206
C17orf51_TSS1_+54_g4	C17orf51	123	189	121	264
C17orf51_TSS1_+169_g5	C17orf51	136	144	130	146
C17orf53_TSS1_-338_g1	C17orf53	466	241	259	263
C17orf53_TSS1_-236_g2	C17orf53	336	531	356	318
C17orf53_TSS1_-134_g3	C17orf53	409	433	638	553
C17orf53_TSS1_+18_g4	C17orf53	727	629	410	523
C17orf53_TSS1_+155_g5	C17orf53	439	510	354	382
C17orf58_TSS1_-327_g1	C17orf58	1004	1402	989	1158
C17orf58_TSS1_-206_g2	C17orf58	448	515	556	768
C17orf58_TSS1_-132_g3	C17orf58	1008	1070	1302	728
C17orf58_TSS1_+53_g4	C17orf58	553	967	516	905
C17orf58_TSS1_+172_g5	C17orf58	840	632	487	634
C17orf59_TSS1_-363_g1	C17orf59	251	216	162	220
C17orf59_TSS1_-240_g2	C17orf59	184	131	163	224
C17orf59_TSS1_-122_g3	C17orf59	113	144	133	148
C17orf59_TSS1_+39_g4	C17orf59	231	198	290	190
C17orf59_TSS1_+201_g5	C17orf59	178	225	146	135
C17orf62_TSS1_-342_g1	C17orf62	623	463	367	333
C17orf62_TSS1_-215_g2	C17orf62	653	426	403	346
C17orf62_TSS1_-133_g3	C17orf62	437	374	589	637
C17orf62_TSS1_+30_g4	C17orf62	615	400	399	460
C17orf62_TSS1_+201_g5	C17orf62	511	335	512	321
C17orf64_TSS1_-355_g1	C17orf64	263	350	387	260
C17orf64_TSS1_-234_g2	C17orf64	590	376	595	418
C17orf64_TSS1_-104_g3	C17orf64	407	266	328	288
C17orf64_TSS1_+52_g4	C17orf64	332	332	428	595
C17orf64_TSS1_+199_g5	C17orf64	340	435	523	337
C17orf66_TSS1_-373_g1	C17orf66	365	337	182	368
C17orf66_TSS1_-214_g2	C17orf66	495	538	184	399
C17orf66_TSS1_-112_g3	C17orf66	371	487	613	358
C17orf66_TSS1_+41_g4	C17orf66	320	220	336	402
C17orf66_TSS1_+183_g5	C17orf66	258	262	314	283
C17orf67_TSS1_-345_g1	C17orf67	283	372	580	342
C17orf67_TSS1_-223_g2	C17orf67	317	291	550	448
C17orf67_TSS1_-138_g3	C17orf67	314	397	429	338
C17orf67_TSS1_+41_g4	C17orf67	548	488	532	436
C17orf67_TSS1_+187_g5	C17orf67	496	556	408	461
C17orf70_TSS1_-356_g1	C17orf70	140	289	240	271
C17orf70_TSS1_-223_g2	C17orf70	143	185	156	208
C17orf70_TSS1_-136_g3	C17orf70	228	129	165	266
C17orf70_TSS1_+61_g4	C17orf70	208	291	438	265
C17orf70_TSS1_+187_g5	C17orf70	279	224	369	289
C17orf72_TSS1_-367_g1	C17orf72	722	465	476	507
C17orf72_TSS1_-214_g2	C17orf72	346	508	392	541
C17orf72_TSS1_-139_g3	C17orf72	439	381	424	405
C17orf72_TSS1_+65_g4	C17orf72	546	424	449	408
C17orf72_TSS1_+194_g5	C17orf72	555	526	537	589
C17orf74_TSS1_-355_g1	C17orf74	487	140	431	340
C17orf74_TSS1_-231_g2	C17orf74	223	235	437	324
C17orf74_TSS1_-134_g3	C17orf74	484	479	548	249
C17orf74_TSS1_+41_g4	C17orf74	316	248	236	212
C17orf74_TSS1_+159_g5	C17orf74	360	356	236	196
C17orf75_TSS1_-329_g1	C17orf75	657	576	565	860
C17orf75_TSS1_-236_g2	C17orf75	474	653	686	642
C17orf75_TSS1_-112_g3	C17orf75	722	815	1183	833
C17orf75_TSS1_+57_g4	C17orf75	694	818	842	1205
C17orf75_TSS1_+175_g5	C17orf75	1149	747	1537	711
C17orf80_TSS1_-359_g1	C17orf80	1101	754	1746	2269
C17orf80_TSS1_-209_g2	C17orf80	939	859	2176	2225
C17orf80_TSS1_-102_g3	C17orf80	636	733	2890	1325
C17orf80_TSS1_+60_g4	C17orf80	876	768	879	1042
C17orf80_TSS1_+167_g5	C17orf80	1004	1335	860	1249
C17orf82_TSS1_-341_g1	C17orf82	464	384	599	518
C17orf82_TSS1_-215_g2	C17orf82	400	287	466	511
C17orf82_TSS1_-144_g3	C17orf82	443	309	378	462
C17orf82_TSS1_+61_g4	C17orf82	501	343	346	516
C17orf82_TSS1_+178_g5	C17orf82	310	254	373	298
C17orf85_TSS1_-375_g1	C17orf85	396	325	259	307
C17orf85_TSS1_-228_g2	C17orf85	230	322	182	184
C17orf85_TSS1_-134_g3	C17orf85	269	457	236	299
C17orf85_TSS1_+57_g4	C17orf85	178	145	291	249
C17orf85_TSS1_+181_g5	C17orf85	237	233	346	138
C17orf89_TSS1_-343_g1	C17orf89	410	208	353	407
C17orf89_TSS1_-216_g2	C17orf89	448	298	504	431
C17orf89_TSS1_-100_g3	C17orf89	226	308	337	303
C17orf89_TSS1_+38_g4	C17orf89	698	424	400	594
C17orf89_TSS1_+197_g5	C17orf89	526	613	488	488
C17orf96_TSS1_-342_g1	C17orf96	309	407	582	648
C17orf96_TSS1_-238_g2	C17orf96	429	485	465	416
C17orf96_TSS1_-133_g3	C17orf96	640	381	593	686
C17orf96_TSS1_+38_g4	C17orf96	571	712	566	590
C17orf96_TSS1_+203_g5	C17orf96	520	587	484	421
C17orf97_TSS1_-327_g1	C17orf97	817	738	667	908
C17orf97_TSS1_-245_g2	C17orf97	634	412	433	645
C17orf97_TSS1_-144_g3	C17orf97	939	650	717	920
C17orf97_TSS1_+37_g4	C17orf97	625	635	623	675
C17orf97_TSS1_+166_g5	C17orf97	695	771	631	625
C18orf21_TSS1_-335_g1	C18orf21	578	575	530	596
C18orf21_TSS1_-232_g2	C18orf21	1115	718	926	688
C18orf21_TSS1_-118_g3	C18orf21	664	657	657	608
C18orf21_TSS1_+38_g4	C18orf21	562	563	640	546
C18orf21_TSS1_+195_g5	C18orf21	754	439	532	333
C18orf25_TSS1_-339_g1	C18orf25	589	588	809	670
C18orf25_TSS1_-237_g2	C18orf25	1534	863	1276	1513
C18orf25_TSS1_-117_g3	C18orf25	823	1059	423	488
C18orf25_TSS1_+31_g4	C18orf25	877	897	767	617
C18orf25_TSS1_+167_g5	C18orf25	519	667	475	992
C18orf54_TSS1_-339_g1	C18orf54	827	545	298	484
C18orf54_TSS1_-242_g2	C18orf54	367	511	499	508
C18orf54_TSS1_-135_g3	C18orf54	551	956	838	674
C18orf54_TSS1_+45_g4	C18orf54	516	796	628	775
C18orf54_TSS1_+189_g5	C18orf54	947	1009	512	569
C18orf56_TSS1_-363_g1	C18orf56	358	296	453	750
C18orf56_TSS1_-205_g2	C18orf56	541	684	555	685
C18orf56_TSS1_-104_g3	C18orf56	410	376	661	517
C18orf56_TSS1_+33_g4	C18orf56	452	675	479	567
C18orf56_TSS1_+196_g5	C18orf56	280	298	376	294
C18orf8_TSS1_-361_g1	C18orf8	496	572	453	529
C18orf8_TSS1_-232_g2	C18orf8	464	635	458	286
C18orf8_TSS1_-102_g3	C18orf8	523	334	513	420
C18orf8_TSS1_+56_g4	C18orf8	528	660	763	604
C18orf8_TSS1_+155_g5	C18orf8	449	409	578	479
C19orf10_TSS1_-356_g1	C19orf10	492	1025	793	401
C19orf10_TSS1_-204_g2	C19orf10	479	906	593	586
C19orf10_TSS1_-121_g3	C19orf10	1033	920	725	1316
C19orf10_TSS1_+17_g4	C19orf10	578	928	894	870
C19orf10_TSS1_+193_g5	C19orf10	398	473	1484	809
C19orf12_TSS1_-326_g1	C19orf12	176	182	117	128
C19orf12_TSS1_-237_g2	C19orf12	305	161	252	231
C19orf12_TSS1_-125_g3	C19orf12	320	256	287	223
C19orf12_TSS1_+57_g4	C19orf12	187	241	262	183
C19orf12_TSS1_+194_g5	C19orf12	316	301	259	467
C19orf18_TSS1_-357_g1	C19orf18	255	279	221	346
C19orf18_TSS1_-235_g2	C19orf18	266	361	277	246
C19orf18_TSS1_-103_g3	C19orf18	220	256	245	152
C19orf18_TSS1_+64_g4	C19orf18	208	130	246	153
C19orf18_TSS1_+182_g5	C19orf18	279	355	178	250
C19orf21_TSS1_-373_g1	C19orf21	739	973	806	1441
C19orf21_TSS1_-202_g2	C19orf21	539	633	859	1042
C19orf21_TSS1_-95_g3	C19orf21	910	874	577	822
C19orf21_TSS1_+47_g4	C19orf21	927	816	928	889
C19orf21_TSS1_+166_g5	C19orf21	847	968	923	685
C19orf24_TSS1_-349_g1	C19orf24	584	394	451	644
C19orf24_TSS1_-215_g2	C19orf24	483	462	438	410
C19orf24_TSS1_-130_g3	C19orf24	363	353	280	382
C19orf24_TSS1_+35_g4	C19orf24	312	550	609	490
C19orf24_TSS1_+174_g5	C19orf24	314	493	248	392
C19orf25_TSS1_-357_g1	C19orf25	275	271	199	207
C19orf25_TSS1_-237_g2	C19orf25	125	116	69	177
C19orf25_TSS1_-131_g3	C19orf25	251	261	278	178
C19orf25_TSS1_+27_g4	C19orf25	198	275	168	148
C19orf25_TSS1_+157_g5	C19orf25	267	182	241	164
C19orf26_TSS1_-363_g1	C19orf26	943	783	721	1005
C19orf26_TSS1_-243_g2	C19orf26	1182	1194	608	1143
C19orf26_TSS1_-135_g3	C19orf26	779	818	1033	611
C19orf26_TSS1_+30_g4	C19orf26	679	959	1182	1173
C19orf26_TSS1_+156_g5	C19orf26	683	774	802	709
C19orf33_TSS1_-342_g1	C19orf33	176	315	259	255
C19orf33_TSS1_-244_g2	C19orf33	126	220	131	336
C19orf33_TSS1_-127_g3	C19orf33	203	150	266	305
C19orf33_TSS1_+20_g4	C19orf33	268	254	342	325
C19orf33_TSS1_+192_g5	C19orf33	228	228	346	315
C19orf35_TSS1_-328_g1	C19orf35	355	575	609	616
C19orf35_TSS1_-197_g2	C19orf35	829	394	1080	1029
C19orf35_TSS1_-124_g3	C19orf35	595	525	521	556
C19orf35_TSS1_+63_g4	C19orf35	471	524	727	748
C19orf35_TSS1_+173_g5	C19orf35	334	786	789	779
C19orf38_TSS1_-346_g1	C19orf38	402	430	369	267
C19orf38_TSS1_-224_g2	C19orf38	185	217	183	191
C19orf38_TSS1_-134_g3	C19orf38	194	219	203	159
C19orf38_TSS1_+54_g4	C19orf38	368	295	271	176
C19orf38_TSS1_+176_g5	C19orf38	401	322	308	248
C19orf40_TSS1_-342_g1	C19orf40	314	228	147	213
C19orf40_TSS1_-212_g2	C19orf40	153	159	152	120
C19orf40_TSS1_-137_g3	C19orf40	174	176	149	144
C19orf40_TSS1_+62_g4	C19orf40	185	207	156	164
C19orf40_TSS1_+194_g5	C19orf40	148	164	115	113
C19orf43_TSS1_-354_g1	C19orf43	514	367	404	490
C19orf43_TSS1_-214_g2	C19orf43	977	1081	1234	879
C19orf43_TSS1_-118_g3	C19orf43	679	456	729	540
C19orf43_TSS1_+25_g4	C19orf43	927	677	708	451
C19orf43_TSS1_+178_g5	C19orf43	728	663	571	457
C19orf44_TSS1_-338_g1	C19orf44	429	600	721	767
C19orf44_TSS1_-203_g2	C19orf44	216	432	399	403
C19orf44_TSS1_-119_g3	C19orf44	704	267	527	589
C19orf44_TSS1_+62_g4	C19orf44	495	403	511	219
C19orf44_TSS1_+195_g5	C19orf44	573	269	308	422
C19orf45_TSS1_-348_g1	C19orf45	520	734	610	572
C19orf45_TSS1_-238_g2	C19orf45	877	581	672	696
C19orf45_TSS1_-119_g3	C19orf45	657	624	422	639
C19orf45_TSS1_+39_g4	C19orf45	723	528	473	576
C19orf45_TSS1_+157_g5	C19orf45	1047	1200	500	614
C19orf47_TSS1_-343_g1	C19orf47	680	911	818	1164
C19orf47_TSS1_-220_g2	C19orf47	775	981	786	843
C19orf47_TSS1_-124_g3	C19orf47	578	719	652	553
C19orf47_TSS1_+54_g4	C19orf47	871	544	634	391
C19orf47_TSS1_+166_g5	C19orf47	688	364	439	641
C19orf48_TSS1_-341_g1	C19orf48	775	717	299	630
C19orf48_TSS1_-199_g2	C19orf48	733	747	772	1226
C19orf48_TSS1_-126_g3	C19orf48	693	545	730	563
C19orf48_TSS1_+42_g4	C19orf48	454	629	652	449
C19orf48_TSS1_+183_g5	C19orf48	675	850	778	953
C19orf52_TSS1_-357_g1	C19orf52	505	807	684	1018
C19orf52_TSS1_-237_g2	C19orf52	699	757	716	767
C19orf52_TSS1_-111_g3	C19orf52	573	883	833	625
C19orf52_TSS1_+53_g4	C19orf52	787	687	821	729
C19orf52_TSS1_+181_g5	C19orf52	987	1110	524	936
C19orf53_TSS1_-340_g1	C19orf53	623	403	701	728
C19orf53_TSS1_-211_g2	C19orf53	860	1276	524	707
C19orf53_TSS1_-128_g3	C19orf53	1121	808	875	1035
C19orf53_TSS1_+55_g4	C19orf53	568	672	614	485
C19orf53_TSS1_+162_g5	C19orf53	503	961	811	1021
C19orf54_TSS1_-338_g1	C19orf54	327	294	465	235
C19orf54_TSS1_-238_g2	C19orf54	390	280	225	192
C19orf54_TSS1_-127_g3	C19orf54	329	210	279	240
C19orf54_TSS1_+42_g4	C19orf54	377	176	205	223
C19orf54_TSS1_+189_g5	C19orf54	267	320	136	271
C19orf55_TSS1_-329_g1	C19orf55	285	389	436	492
C19orf55_TSS1_-226_g2	C19orf55	179	251	387	396
C19orf55_TSS1_-101_g3	C19orf55	255	303	334	310
C19orf55_TSS1_+53_g4	C19orf55	326	279	246	185
C19orf55_TSS1_+186_g5	C19orf55	452	214	341	338
C19orf57_TSS1_-358_g1	C19orf57	1091	717	1294	743
C19orf57_TSS1_-221_g2	C19orf57	586	924	685	616
C19orf57_TSS1_-124_g3	C19orf57	660	491	634	675
C19orf57_TSS1_+57_g4	C19orf57	737	490	589	669
C19orf57_TSS1_+168_g5	C19orf57	680	661	753	395
C19orf59_TSS1_-354_g1	C19orf59	590	579	743	669
C19orf59_TSS1_-198_g2	C19orf59	352	371	258	390
C19orf59_TSS1_-142_g3	C19orf59	677	528	470	377
C19orf59_TSS1_+48_g4	C19orf59	499	511	450	476
C19orf59_TSS1_+193_g5	C19orf59	560	461	379	522
C19orf60_TSS1_-361_g1	C19orf60	397	379	533	449
C19orf60_TSS1_-241_g2	C19orf60	616	511	667	603
C19orf60_TSS1_-128_g3	C19orf60	590	480	809	818
C19orf60_TSS1_+32_g4	C19orf60	505	666	381	504
C19orf60_TSS1_+160_g5	C19orf60	1018	732	714	969
C19orf66_TSS1_-369_g1	C19orf66	317	336	362	193
C19orf66_TSS1_-197_g2	C19orf66	228	319	400	282
C19orf66_TSS1_-104_g3	C19orf66	288	353	285	342
C19orf66_TSS1_+20_g4	C19orf66	280	196	405	302
C19orf66_TSS1_+196_g5	C19orf66	345	261	278	332
C19orf67_TSS1_-325_g1	C19orf67	921	428	623	1213
C19orf67_TSS1_-244_g2	C19orf67	648	611	551	536
C19orf67_TSS1_-103_g3	C19orf67	914	605	515	545
C19orf67_TSS1_+28_g4	C19orf67	708	574	834	466
C19orf67_TSS1_+197_g5	C19orf67	778	1178	828	813
C19orf70_TSS1_-358_g1	C19orf70	729	1930	1031	811
C19orf70_TSS1_-244_g2	C19orf70	1341	928	966	869
C19orf70_TSS1_-98_g3	C19orf70	1032	758	1177	940
C19orf70_TSS1_+17_g4	C19orf70	2066	1155	931	1440
C19orf70_TSS1_+204_g5	C19orf70	651	1023	1145	739
C19orf71_TSS1_-366_g1	C19orf71	134	102	136	106
C19orf71_TSS1_-225_g2	C19orf71	194	138	234	175
C19orf71_TSS1_-98_g3	C19orf71	144	175	137	162
C19orf71_TSS1_+56_g4	C19orf71	140	125	201	229
C19orf71_TSS1_+183_g5	C19orf71	177	155	169	194
C19orf77_TSS1_-351_g1	C19orf77	860	671	538	683
C19orf77_TSS1_-240_g2	C19orf77	671	546	657	644
C19orf77_TSS1_-95_g3	C19orf77	674	448	430	649
C19orf77_TSS1_+32_g4	C19orf77	423	485	502	415
C19orf77_TSS1_+195_g5	C19orf77	571	487	484	774
C19orf80_TSS1_-360_g1	C19orf80	690	461	1066	577
C19orf80_TSS1_-197_g2	C19orf80	413	599	476	418
C19orf80_TSS1_-104_g3	C19orf80	366	629	496	631
C19orf80_TSS1_+27_g4	C19orf80	522	319	497	457
C19orf80_TSS1_+195_g5	C19orf80	431	621	866	391
C19orf81_TSS1_-332_g1	C19orf81	1423	1069	1295	943
C19orf81_TSS1_-212_g2	C19orf81	702	1061	788	594
C19orf81_TSS1_-143_g3	C19orf81	476	769	1297	484
C19orf81_TSS1_+59_g4	C19orf81	704	872	742	903
C19orf81_TSS1_+159_g5	C19orf81	692	691	654	783
C1orf100_TSS1_-336_g1	C1orf100	315	262	414	253
C1orf100_TSS1_-198_g2	C1orf100	281	280	211	176
C1orf100_TSS1_-103_g3	C1orf100	346	239	171	513
C1orf100_TSS1_+22_g4	C1orf100	269	284	256	221
C1orf100_TSS1_+189_g5	C1orf100	196	164	240	213
C1orf101_TSS1_-331_g1	C1orf101	1244	1010	1002	887
C1orf101_TSS1_-236_g2	C1orf101	835	458	724	1080
C1orf101_TSS1_-113_g3	C1orf101	666	626	968	1062
C1orf101_TSS1_+23_g4	C1orf101	889	828	812	648
C1orf101_TSS1_+161_g5	C1orf101	1271	1289	880	955
C1orf105_TSS1_-368_g1	C1orf105	312	412	313	447
C1orf105_TSS1_-243_g2	C1orf105	503	479	642	485
C1orf105_TSS1_-137_g3	C1orf105	235	368	244	293
C1orf105_TSS1_+54_g4	C1orf105	361	376	432	276
C1orf105_TSS1_+197_g5	C1orf105	331	272	318	301
C1orf106_TSS1_-364_g1	C1orf106	211	251	307	319
C1orf106_TSS1_-231_g2	C1orf106	462	303	607	365
C1orf106_TSS1_-125_g3	C1orf106	296	236	264	355
C1orf106_TSS1_+40_g4	C1orf106	345	267	430	257
C1orf106_TSS1_+200_g5	C1orf106	644	377	538	505
C1orf109_TSS1_-344_g1	C1orf109	580	512	706	692
C1orf109_TSS1_-236_g2	C1orf109	572	614	808	572
C1orf109_TSS1_-98_g3	C1orf109	456	594	692	456
C1orf109_TSS1_+54_g4	C1orf109	516	327	632	505
C1orf109_TSS1_+188_g5	C1orf109	563	461	522	767
C1orf111_TSS1_-367_g1	C1orf111	153	152	331	301
C1orf111_TSS1_-207_g2	C1orf111	190	274	225	184
C1orf111_TSS1_-138_g3	C1orf111	322	173	239	372
C1orf111_TSS1_+53_g4	C1orf111	211	246	235	186
